task,raw_input,input,output,raw_output
acsa,Tuyệt vời . Pin trâu chụp hình đẹp . Máy rất mượt . Màn hình to xem phim thích lắm . Cho 10 sao luôn,tuyệt vời . pin trâu chụp hình đẹp . máy rất mượt . màn hình to xem phim thích lắm . cho num sao luôn,màn hình tốt và máy ảnh tốt và pin tốt và hiệu suất tốt và nói chung tốt,"{SCREEN, positive}, {CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Giá chỉ bằng oppo f1s em đang dùng thôi các bác a. Mà so sánh thông số khác biệt nhau nhiều quá. Oppo tụt giá nhanh thật,giá chỉ bằng opo f num s em đang dùng thôi các bác anh . mà so sánh thông số khác biệt nhau nhiều quá . opo tụt giá nhanh thật,hiệu suất tạm và giá tiền tạm,"{PERFORMANCE, neutral}, {PRICE, neutral}"
acsa,"Thiết kế máy đẹp nhiều màu sắc, pin trâu hơn, camera kép chụp xóa phông đẹp.máy cũng chạy mạnh hơn nhiều so với trước đây.cảm thấy rất hài lòng với sản phẩm","thiết kế máy đẹp nhiều màu sắc , pin trâu hơn , camera kép chụp xóa phông đẹp . máy cũng chạy mạnh hơn nhiều so với trước đây . cảm thấy rất hài lòng với sản phẩm",máy ảnh tốt và pin tốt và hiệu suất tốt và thiết kế tốt và nói chung tốt,"{CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, positive}, {GENERAL, positive}"
acsa,Con này pin trâu cam pop up còn 3 cam sau nữa mà chỉ 3 990 000 phải gọi quá tuyệt vời,con này pin trâu cam pop tăng còn num cam sau nữa mà chỉ num phải gọi quá tuyệt vời,máy ảnh tốt và pin tốt và giá tiền tốt và nói chung tốt,"{CAMERA, positive}, {BATTERY, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Mới mua hồi hôm qua và test đc gần 1 ngày , chạy rất mượt , chơi cái game dung lượng lớn vẫn chơi rất êm , nếu mà ko biết hãng gì thì ko ai tin đt này 2tr7 đâu hyhy","mới mua hồi hôm qua và thử được gần num ngày , chạy rất mượt , chơi cái game dung lượng lớn vẫn chơi rất êm , nếu mà không biết hãng gì thì không ai tin điện thoại này num tr num đâu hyhy",hiệu suất tốt và giá tiền tạm,"{PERFORMANCE, positive}, {PRICE, neutral}"
acsa,mình mua hơn 1 tháng máy bị ám vàng xung quanh khi mở nền trắng.có ai giống mình không với lại cứ hay bị đứng máy.,mình mua hơn num tháng máy bị ám vàng xung quanh khi mở nền trắng . có ai giống mình không với lại cứ hay bị đứng máy .,màn hình tệ và hiệu suất tệ,"{SCREEN, negative}, {PERFORMANCE, negative}"
acsa,"Quá tuyệt vời luôn. Chiến game cực kì đã, hong có dấu hiệu nào bị lag hay đứng game, máy chơi kh có bị nóng quá nhiều, chỉ hơi hơi thoi nhưng vẫn ổn. Mở đồ họa cao thoải mái. Sạc pin cực nhanh. Chỉ 1 tiếng hơn thoi là đã có đầy 100% r. Pin lâu hết lắm luôn. Camera thì chụpax đẹp luôn, có chế độ làm đẹp cực kì xinhh. nói chung là xài rất tuyệt. Đúng là nhà xiaomi có khác❤","quá tuyệt vời luôn . chiến game cực kì đã , hong có dấu hiệu nào bị lag hay đứng game , máy chơi không có bị nóng quá nhiều , chỉ hơi hơi thoi nhưng vẫn ổn . mở đồ họa cao thoải mái . sạc pin cực nhanh . chỉ num tiếng hơn thoi là đã có đầy num % rồi . pin lâu hết lắm luôn . camera thì chụpax đẹp luôn , có chế độ làm đẹp cực kì xinh . nói chung là xài rất tuyệt . đúng là nhà xiaomi có tốt",máy ảnh tốt và pin tốt và hiệu suất tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Sản phẩm quá tệ Bắt sóng kém Nghe gọi chập chờn Thất vọng Đem kê CH thì NV hỗ trợ chả tới đâu,sản phẩm quá tệ bắt sóng kém nghe gọi chập chờn thất vọng đem kê ch thì nhân viên hỗ trợ chả tới đâu,tính năng tệ và nói chung tệ và phục vụ với phụ kiện tệ,"{FEATURES, negative}, {GENERAL, negative}, {SER_ACC, negative}"
acsa,Tuyệt vời. Mới lấy máy. Camera ổn. Pin tốt. Màn hình rộng. Nói chung với tầm giá này thiết kế vậy là quá ngon lành.,tuyệt vời . mới lấy máy . camera ổn . pin tốt . màn hình rộng . nói chung với tầm giá này thiết kế vậy là quá ngon lành .,màn hình tốt và máy ảnh tốt và pin tốt và thiết kế tốt và giá tiền tạm và nói chung tốt,"{SCREEN, positive}, {CAMERA, positive}, {BATTERY, positive}, {DESIGN, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Lúc cam trước thụt xuống thì có tiếng rè, còn lại thì rất okay, hoạt động tốt, trơn tru","lúc cam trước thụt xuống thì có tiếng rè , còn lại thì rất okay , hoạt động tốt , trơn tru",hiệu suất tốt và thiết kế tệ và nói chung tốt,"{PERFORMANCE, positive}, {DESIGN, negative}, {GENERAL, positive}"
acsa,Mình mua được 1 tháng rồi ko thấy tình trạng gì như nhiều bạn bình luận.ảnh chụp đẹp. quay phim nét mà.nói trung là OK,mình mua được num tháng rồi không thấy tình trạng gì như nhiều bạn bình luận . ảnh chụp đẹp . quay phim nét mà . nói trung là ok,máy ảnh tốt và nói chung tốt,"{CAMERA, positive}, {GENERAL, positive}"
acsa,Cảm thấy ko hài lòng với sản phẩm mặc dù thuộc vào dòng cùng cao giá nhưng cảm thấy ko ổn,cảm thấy không hài lòng với sản phẩm mặc dù thuộc vào dòng cùng cao giá nhưng cảm thấy không ổn,giá tiền tạm và nói chung tệ,"{PRICE, neutral}, {GENERAL, negative}"
acsa,"Máy chạy mượt, đa nhiệm tốt, chụp hình bao đẹp, pin nhiều, rất ấn tượng so với chiếc android cùng phân khúc.","máy chạy mượt , đa nhiệm tốt , chụp hình bao đẹp , pin nhiều , rất ấn tượng so với chiếc android cùng phân khúc .",máy ảnh tốt và pin tốt và hiệu suất tốt và giá tiền tạm và nói chung tốt,"{CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Wifi hơi yếu, loa hơi nhỏ, chơi liên quân tạm ổn trung bình không nóng máy 1 trận nhiều nhất 6 %pin. Tốt trong tầm giá, sạc hơi nóng máy. Giá cả tốt rồi","wifi hơi yếu , loa hơi nhỏ , chơi liên quân tạm ổn trung bình không nóng máy num trận nhiều nhất num % pin . tốt trong tầm giá , sạc hơi nóng máy . giá cả tốt rồi",tính năng tệ và pin tệ và hiệu suất tạm và giá tiền tốt và nói chung tốt,"{FEATURES, negative}, {BATTERY, negative}, {PERFORMANCE, neutral}, {PRICE, positive}, {GENERAL, positive}"
acsa,Rất vừa lòng. Game mượt. Pin 🐃. Nếu bạn nào bị lỗi gì đó thì đó bạn đen thôi. Còn mình cảm thấy rất ưng ý,rất vừa lòng . game mượt . pin 🐃 . nếu bạn nào bị lỗi gì đó thì đó bạn đen thôi . còn mình cảm thấy rất ưng ý,pin tốt và hiệu suất tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Em mới mua con này nhưng sao cứ tắt wifi đi ngủ rồi mà sáng hôm sau lại tự thấy bật là sao nhỉ,em mới mua con này nhưng sao cứ tắt wifi đi ngủ rồi mà sáng hôm sau lại tự thấy bật là sao nhỉ,tính năng tệ,"{FEATURES, negative}"
acsa,Tuyệt vời lắm . Chỉ đáng tiếc giá hơi mắc hơn những chỗ khác và ko có 8g gam thì ngon hơn,tuyệt vời lắm . chỉ đáng tiếc giá hơi mắc hơn những chỗ khác và không có num g gam thì ngon hơn,hiệu suất tệ và giá tiền tệ và nói chung tốt,"{PERFORMANCE, negative}, {PRICE, negative}, {GENERAL, positive}"
acsa,"Máy ổn định, mình vẫn xài và giới thiệu người nhà mua Với máy,mình có thể đánh giá 5 sao. Tuy nhiên, mình phải đánh giá 1 sao ở đây( vì k thấy đánh giá chi nhánh bán hàng ở đâu), vì chi nhánh mình đến mua,có chất lượng phục vụ kém,làm khó chịu cả người mua, và người giới thiệu là mình. Cực kì cực kì ko hài lòng về chi nhánh ở XVNT","máy ổn định , mình vẫn xài và giới thiệu người nhà mua với máy , mình có thể đánh giá num sao . tuy nhiên , mình phải đánh giá num sao ở đây ( vì không thấy đánh giá chi nhánh bán hàng ở đâu ) , vì chi nhánh mình đến mua , có chất lượng phục vụ kém , làm khó chịu cả người mua , và người giới thiệu là mình . cực kì cực kì không hài lòng về chi nhánh ở xvnt",nói chung tốt và phục vụ với phụ kiện tệ,"{GENERAL, positive}, {SER_ACC, negative}"
acsa,"Điện thoại vừa mua hòi chiều xài ngon lắm ạ Âm thanh lớn màn hình sắc nét, pin trâu còn 25%sạc khoảng 1t tieng rưỡi là đầy 100%, chơi game mươtj nói chung là okee lắm ạ","điện thoại vừa mua hòi chiều xài ngon lắm ạ âm thanh lớn màn hình sắc nét , pin trâu còn num % sạc khoảng num t tieng rưỡi là đầy num % , chơi game mươtj nói chung là oke lắm ạ",màn hình tốt và tính năng tốt và pin tốt và hiệu suất tốt và nói chung tốt,"{SCREEN, positive}, {FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,"Cấu hình ok. Nhưng dạo này tn và các cuộc gọi từ fb,zalo ko hiện ra ngoài. Phải vào trong mới thấy. Cuộc gọi từ fb ko thấy hình đưa đi bảo hành thì ng ta tl mình ko thích tí nào. Nói lỗi ứng dụng mặc dù ng ta cũng xài có bị sao đâu. Trong lúc đó đt mới mua","cấu hình ok . nhưng dạo này tn và các cuộc gọi từ mạng xã hội , zalo không hiện ra ngoài . phải vào trong mới thấy . cuộc gọi từ mạng xã hội không thấy hình đưa đi bảo hành thì người ta trả lời mình không thích tí nào . nói lỗi ứng dụng mặc dù người ta cũng xài có bị sao đâu . trong lúc đó điện thoại mới mua",hiệu suất tạm và phục vụ với phụ kiện tệ,"{PERFORMANCE, neutral}, {SER_ACC, negative}"
acsa,"Mới lên Android 10 cảm giác dùng ko mượt như 9 hay bị tự động truy cập google , tốt nhất ae ko cập nhật lên 10","mới lên android num cảm giác dùng không mượt như num hay bị tự động truy cập gogle , tốt nhất anh em không cập nhật lên num",hiệu suất tệ,"{PERFORMANCE, negative}"
acsa,Ban đầu xài pin nó rất trâu sau một thời gian thì pin nó tuột nhanh cho tạm 4 sao,ban đầu xài pin nó rất trâu sau một thời gian thì pin nó tuột nhanh cho tạm num sao,pin tạm,"{BATTERY, neutral}"
acsa,"Sau gần 1 tháng sử dụng máy truy cập nhanh, mượt. Rất thích máy thiết kế mỏng, nhẹ. Camera đẹp.Mở khóa vân tay nhạy.Pin sạc nhanh đầy nhưng pin tuột cũng nhanh..","sau gần num tháng sử dụng máy truy cập nhanh , mượt . rất thích máy thiết kế mỏng , nhẹ . camera đẹp . mở khóa vân tay nhạy . pin sạc nhanh đầy nhưng pin tuột cũng nhanh . .",máy ảnh tốt và tính năng tốt và pin tạm và hiệu suất tốt và thiết kế tốt,"{CAMERA, positive}, {FEATURES, positive}, {BATTERY, neutral}, {PERFORMANCE, positive}, {DESIGN, positive}"
acsa,Mình rất thích sản phẩm này. Phải nói là rất mượt dù sản phẩm đã ra mắt khá lâu. Mình mua hàng cũ nhưng vẫn còn như mới. Sài rất tốt chưa thấy lỗi gì. Ngoài vấn đề pin hơi tụt nhanh ra thì tất cả đều tốt. Với nhu cầu sử dụng bình thường như mình không chơi game thì pin như vậy là ổn không vấn đề gì. Cảm ơn tgdd,mình rất thích sản phẩm này . phải nói là rất mượt dù sản phẩm đã ra mắt khá lâu . mình mua hàng cũ nhưng vẫn còn như mới . sài rất tốt chưa thấy lỗi gì . ngoài vấn đề pin hơi tụt nhanh ra thì tất cả đều tốt . với nhu cầu sử dụng bình thường như mình không chơi game thì pin như vậy là ổn không vấn đề gì . cảm ơn tgd,pin tạm và hiệu suất tốt và nói chung tốt,"{BATTERY, neutral}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,"Sản phẩm rất ok, giá thành rất hợp lý so với dung lượng mạnh. pin trâu, ram mạnh chạy rất mượt mà. Nên mua sử dụng","sản phẩm rất ok , giá thành rất hợp lý so với dung lượng mạnh . pin trâu , ram mạnh chạy rất mượt mà . nên mua sử dụng",pin tốt và hiệu suất tốt và bộ nhớ tốt và giá tiền tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {STORAGE, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Sản phẩm rất đẹp. Thiết kế gọn tay Chạy mượt mà, không bị lag Phục vụ vui vẻ, hài lòng","sản phẩm rất đẹp . thiết kế gọn tay chạy mượt mà , không bị lag phục vụ vui vẻ , hài lòng",hiệu suất tốt và thiết kế tốt và phục vụ với phụ kiện tốt,"{PERFORMANCE, positive}, {DESIGN, positive}, {SER_ACC, positive}"
acsa,Điênn thoại để không tụt 20% pin xài 1 phút tụt 1% quá nản quá tết tây là đổi lại thôi,điên thoại để không tụt num % pin xài num phút tụt num % quá nản quá tết tây là đổi lại thôi,pin tệ,"{BATTERY, negative}"
acsa,"Điện thoại Samsung Galaxy A70. tôi mơi mua cho vợ 2-3 ngày thôi. mà vân tay với cảm biến khuôn mặt quá kém...pin và camera, màn hình thi tạm ổn.","điện thoại samsung galaxy a num . tôi mơi mua cho vợ num - num ngày thôi . mà vân tay với cảm biến khuôn mặt quá kém pin và camera , màn hình thi tạm ổn .",màn hình tạm và máy ảnh tạm và tính năng tệ và pin tạm,"{SCREEN, neutral}, {CAMERA, neutral}, {FEATURES, negative}, {BATTERY, neutral}"
acsa,Mới mua dc 2 tuần. Mọi thứ bình thường có điều nghe nhac zing qua tai nghe hoặc loa bluetooth . Nghe đc khoảng 20 đến 30p tự dưng mất tiếng mà trong nền điện thoại nhạc vẫn chạy giây.em tìm mọi cài đặt rồi nhưng ko dc. Ad chỉ giúp khắc phục với ạ.,mới mua được num tuần . mọi thứ bình thường có điều nghe nhac zing qua tai nghe hoặc loa bluetoth . nghe được khoảng num đến num p tự dưng mất tiếng mà trong nền điện thoại nhạc vẫn chạy giây . em tìm mọi cài đặt rồi nhưng không được . admin chỉ giúp khắc phục với ạ .,tính năng tệ và nói chung tạm,"{FEATURES, negative}, {GENERAL, neutral}"
