task,raw_input,input,output,raw_output,reasoning
acsa,Crep nhân dừa hơi ngọt.,crep nhân dừa hơi ngọt .,chất lượng đồ ăn tệ,"{FOOD#QUALITY, negative}","Nhãn {FOOD#QUALITY, negative} được gán vì bài đánh giá đề cập đến chất lượng của món Crep nhân dừa với nhận xét tiêu cực rằng nó hơi ngọt. Điều này cho thấy người đánh giá không hài lòng với mức độ ngọt của món ăn, do đó chất lượng món ăn được đánh giá là tiêu cực."
acsa,Quán này k rộng lắm nhưng trang trí tương đối ấm cúng.,quán này không rộng lắm nhưng trang trí tương đối ấm cúng .,không gian tạm,"{AMBIENCE#GENERAL, neutral}","Nhãn {AMBIENCE#GENERAL, neutral} được gán vì bài đánh giá đề cập đến không gian của quán với cảm xúc trung lập. Mặc dù quán không rộng lắm nhưng được trang trí ấm cúng, điều này không thể hiện rõ ràng sự hài lòng hoặc không hài lòng của người đánh giá, do đó nhãn trung lập được gán cho khía cạnh không gian chung của quán."
acsa,"Quán được cái mát mẻ, lịch sự.","quán được cái mát mẻ , lịch sự .",không gian tốt,"{AMBIENCE#GENERAL, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì bài đánh giá đề cập đến không gian quán là mát mẻ và lịch sự. Điều này cho thấy người đánh giá hài lòng với không gian chung của quán, từ đó tạo ra cảm giác thoải mái và dễ chịu khi ở đó. Do đó, nhận xét này được gán nhãn tích cực liên quan đến không gian chung của quán."
acsa,🍃Giá cả và chất lượng:Nước giá cũng cao.,🍃giá cả và chất lượng : nước giá cũng cao .,giá tiền đồ uống tệ,"{DRINKS#PRICES, negative}","Nhãn {DRINKS#PRICES, negative} được gán vì bài đánh giá đề cập đến giá cả của nước uống tại nhà hàng là cao, điều này cho thấy người đánh giá không hài lòng với mức giá của nước uống. Do đó, nhận xét này được gán nhãn tiêu cực liên quan đến giá cả của nước uống."
acsa,Chiều nay mình mới ghé để mua 1 ly mang về tại chi nhánh mới mở này gần nhà.,chiều nay mình mới ghé để mua num ly mang về tại chi nhánh mới mở này gần nhà .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}","Nhãn {RESTAURANT#GENERAL, neutral} được gán vì bài đánh giá chỉ đơn thuần nói về việc khách hàng ghé mua 1 ly mang về tại chi nhánh mới mở gần nhà mà không đưa ra bất kỳ nhận xét tích cực hoặc tiêu cực nào về chất lượng thức ăn, dịch vụ, không gian hay bất kỳ khía cạnh nào khác của nhà hàng. Do đó, nhãn này được gán với cảm xúc trung lập."
acsa,"Kem ở chi nhánh này ngọt hơn các chi nhánh khác nè, thanh thanh k gây ngán.","kem ở chi nhánh này ngọt hơn các chi nhánh khác nè , thanh thanh không gây ngán .",chất lượng đồ ăn tốt,"{FOOD#QUALITY, positive}","Nhãn {FOOD#QUALITY, positive} được gán vì bài đánh giá đề cập đến chất lượng của kem tại chi nhánh này với nhận xét tích cực. Người đánh giá cho rằng kem ở đây ngọt hơn và không gây cảm giác ngán, điều này cho thấy họ hài lòng với chất lượng kem tại chi nhánh này."
acsa,"Tô miến không thịt hình như 10k thì phải cũng không nhớ rõ lắm, tại ăn lâu rồi.","tô miến không thịt hình như giá tiền thì phải cũng không nhớ rõ lắm , tại ăn lâu rồi .",lựa chọn đồ ăn tạm và giá tiền đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}, {FOOD#PRICES, neutral}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến một món ăn cụ thể là ""tô miến không thịt"" nhưng không có bất kỳ nhận xét tích cực hoặc tiêu cực nào về món ăn này, do đó, cảm xúc của người đánh giá được xem là trung lập. Nhãn {FOOD#PRICES, neutral} được gán vì người đánh giá cũng đề cập đến giá của món ăn, tuy nhiên, họ không chắc chắn về giá cụ thể và không có bất kỳ phản hồi tích cực hoặc tiêu cực nào về mức giá, do đó, cảm xúc về giá cả cũng được xem là trung lập."
acsa,Ko gian đẹp nói chung là hài lòng.,không gian đẹp nói chung là hài lòng .,không gian tốt,"{AMBIENCE#GENERAL, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì bình luận này đề cập đến không gian (ambience) của nhà hàng với nhận xét tích cực là ""đẹp"". Đồng thời, người đánh giá cũng tỏ ra hài lòng chung với nhà hàng. Do đó, nhãn này được gán với lớp cảm xúc ""positive""."
acsa,✨ Giá cả:nhìn chung giá cả khá là hợp lí.,tốt giá cả : nhìn chung giá cả khá là hợp lí .,giá tiền nhà hàng tốt,"{RESTAURANT#PRICES, positive}","Nhãn {RESTAURANT#PRICES, positive} được gán vì bài đánh giá đề cập đến giá cả của nhà hàng và đánh giá rằng mức giá là hợp lý. Điều này cho thấy người đánh giá hài lòng với mức giá mà nhà hàng đưa ra, do đó, nhận xét này được gán nhãn tích cực liên quan đến giá cả của nhà hàng."
acsa,Nằm trong sthi coopmart qtrung( kế bên tiệm bánh dunkin donut).,nằm trong sthi copmart qtrung ( kế bên tiệm bánh dunkin donut ) .,địa chỉ tạm,"{LOCATION#GENERAL, neutral}","Nhãn {LOCATION#GENERAL, neutral} được gán vì bài đánh giá đề cập đến vị trí của nhà hàng, nằm trong siêu thị Coopmart Quận Trung và kế bên tiệm bánh Dunkin Donut. Tuy nhiên, người đánh giá không đưa ra bất kỳ ý kiến tích cực hay tiêu cực nào về vị trí này, do đó, nhãn được gán là trung lập."
acsa,Bò cũng cho đầy đặn tuy nhiên cảm giác bò đông lạnh ngăn đá nhiều hơn nên ăn cảm giác ko được tươi cho lắm a.,bò cũng cho đầy đặn tuy nhiên cảm giác bò đông lạnh ngăn đá nhiều hơn nên ăn cảm giác không được tươi cho lắm anh .,lựa chọn đồ ăn tốt và chất lượng đồ ăn tạm,"{FOOD#STYLE&OPTIONS, positive}, {FOOD#QUALITY, neutral}","Nhãn {FOOD#STYLE&OPTIONS, positive} được gán vì người đánh giá nhận xét rằng bò được phục vụ đầy đặn, cho thấy sự hài lòng với số lượng và cách phục vụ món ăn này. Tuy nhiên, nhãn {FOOD#QUALITY, neutral} được gán vì người đánh giá cũng đề cập đến chất lượng của bò, cụ thể là cảm giác bò đông lạnh nhiều hơn và không tươi, điều này không tạo ra một cảm xúc tích cực hoặc tiêu cực mạnh mẽ, do đó được gán nhãn là trung lập."
acsa,Thay vì bún thêm thì ở đây là miến ăn dai dai.,thay vì bún thêm thì ở đây là miến ăn dai dai .,lựa chọn đồ ăn tạm,"{FOOD#STYLE&OPTIONS, neutral}","Nhãn {FOOD#STYLE&OPTIONS, neutral} được gán vì bài đánh giá đề cập đến việc quán sử dụng miến thay vì bún, điều này không phản ánh một cảm xúc tích cực hoặc tiêu cực, mà chỉ đơn thuần là một sự thay đổi về lựa chọn thực phẩm. Người đánh giá không đưa ra bất kỳ nhận xét nào về chất lượng hoặc giá cả của món ăn, chỉ đơn giản là nhận xét về sự khác biệt trong lựa chọn nguyên liệu."
acsa,"Tớ muốn mua chân châu thêm để riêng thì bảo đem ly lại mới bỏ vào đc 1 phần, còn để riêng thi 3 phần trở lên 😂, xin muỗng mũ không có 😂, thật thất vong.","tớ muốn mua chân châu thêm để riêng thì bảo đem ly lại mới bỏ vào được num phần , còn để riêng thi num phần trở lên tốt , xin muỗng mũ không có tốt , thật thất vong .",phục vụ tệ và vấn đề khác tệ,"{SERVICE#GENERAL, negative}, {RESTAURANT#MISCELLANEOUS, negative}","Nhãn {SERVICE#GENERAL, negative} được gán vì bài đánh giá đề cập đến việc không được phục vụ theo yêu cầu của khách hàng, cụ thể là việc muốn mua thêm chân châu để riêng nhưng chỉ được bỏ vào ly nếu mua 1 phần, và phải mua từ 3 phần trở lên nếu muốn để riêng. Điều này cho thấy sự không hài lòng với chất lượng dịch vụ nói chung. Nhãn {RESTAURANT#MISCELLANEOUS, negative} được gán vì bài đánh giá cũng đề cập đến việc không có muỗng mũ khi yêu cầu, điều này cũng thể hiện sự không hài lòng với các yếu tố khác của nhà hàng, do đó nhận xét này được gán nhãn tiêu cực liên quan đến nhà hàng."
acsa,"Tổng quán thì thấy bò ở đây ăn cũng được, chứ ngon đặc sắc thì chưa tới, theo cá nhân mình.","tổng quán thì thấy bò ở đây ăn cũng được , chứ ngon đặc sắc thì chưa tới , theo cá nhân mình .",chất lượng đồ ăn tạm,"{FOOD#QUALITY, neutral}","Nhãn {FOOD#QUALITY, neutral} được gán vì bài đánh giá đề cập đến chất lượng của thức ăn, cụ thể là món bò, với một cảm xúc trung lập. Người đánh giá cho rằng món bò ở đây ""ăn cũng được"" nhưng không đến mức ""ngon đặc sắc"", cho thấy họ không hài lòng hoàn toàn nhưng cũng không thất vọng hoàn toàn về chất lượng món ăn. Do đó, nhãn chất lượng thức ăn được gán là trung lập."
acsa,"Mùi vị vẫn vậy, đỡ gắt hơn và ngon hơn hehe.","mùi vị vẫn vậy , đỡ gắt hơn và ngon hơn tốt .",nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì bài đánh giá đề cập đến mùi vị của thức ăn tại nhà hàng, với nhận xét rằng nó ""đỡ gắt hơn và ngon hơn"". Điều này cho thấy người đánh giá có cảm nhận tích cực về chất lượng thức ăn nói chung tại nhà hàng, do đó nhãn này được gán với lớp cảm xúc ""tích cực""."
acsa,Không có gì nổi bật cả.,không có gì nổi bật cả .,nhà hàng nói chung tạm,"{RESTAURANT#GENERAL, neutral}","Nhãn {RESTAURANT#GENERAL, neutral} được gán vì bài đánh giá không đề cập đến bất kỳ khía cạnh cụ thể nào của nhà hàng mà chỉ nói chung chung rằng ""Không có gì nổi bật cả"". Điều này cho thấy người đánh giá không có cảm xúc tích cực hoặc tiêu cực mạnh mẽ về nhà hàng nói chung, do đó nhãn trung lập được gán."
acsa,Quán hủ tiếu khá có tiếng ở khu vực thì phải.,quán hủ tiếu khá có tiếng ở khu vực thì phải .,nhà hàng nói chung tốt,"{RESTAURANT#GENERAL, positive}","Nhãn {RESTAURANT#GENERAL, positive} được gán vì bài đánh giá đề cập đến việc quán hủ tiếu có tiếng trong khu vực, điều này cho thấy người đánh giá có cảm nhận tích cực về quán ăn nói chung. Việc quán có tiếng thường liên quan đến chất lượng thức ăn, dịch vụ tốt hoặc không gian thoải mái, do đó, nhận xét này được gán nhãn tích cực liên quan đến quán ăn nói chung."
acsa,"Không gian đẹp đẽ, thoải mái.","không gian đẹp đẽ , thoải mái .",không gian tốt,"{AMBIENCE#GENERAL, positive}","Nhãn {AMBIENCE#GENERAL, positive} được gán vì bình luận đánh giá cao không gian của nhà hàng, với các từ ngữ như ""đẹp đẽ"" và ""thoải mái"". Điều này cho thấy người đánh giá rất hài lòng với không gian tổng thể của nhà hàng, từ đó tạo ra một cảm giác tích cực."
acsa,Nhân viên không được cởi mở và nhiệt tình cho lắm.,nhân viên không được cởi mở và nhiệt tình cho lắm .,phục vụ tệ,"{SERVICE#GENERAL, negative}","Nhãn {SERVICE#GENERAL, negative} được gán vì bài đánh giá đề cập đến sự không hài lòng với thái độ phục vụ của nhân viên. Người đánh giá cho rằng nhân viên không cởi mở và nhiệt tình, điều này thể hiện rõ ràng sự không hài lòng với chất lượng dịch vụ nói chung. Do đó, nhận xét này được gán nhãn tiêu cực liên quan đến dịch vụ."
acsa,Vị trí:nằm trong con hẻm khá ngoằn ngoè cạnh sân khấu Lan Anh đường CMT8.,vị trí : nằm trong con hẻm khá ngoằn ngoè cạnh sân khấu lan anh đường cmt num .,địa chỉ tệ,"{LOCATION#GENERAL, negative}","Nhãn {LOCATION#GENERAL, negative} được gán vì bài đánh giá đề cập đến vị trí của nhà hàng nằm trong một con hẻm khá ngoằn ngoèo, điều này thể hiện sự không hài lòng của người đánh giá với vị trí chung của nhà hàng. Việc nằm trong một con hẻm ngoằn ngoèo có thể gây khó khăn cho khách hàng khi tìm kiếm nhà hàng, do đó, nhận xét này được gán nhãn tiêu cực liên quan đến vị trí."
